Nota,Cromossomo
730.19,"[[4, 7, 13, 3, 6, 9], [22, 17, 23, 2, 10, 27, 20], [29, 30, 5, 25, 18, 16, 21], [14, 15, 11, 24, 19, 1], [28, 8, 12, 26]]"

